"INSTNM","CITY","state","degree_offered","CONTROL","region","ADM_RATE","SATVRMID","SATMTMID","num_undergrad","prop_arts_human","prop_business","prop_health_med","prop_interdiscip","prop_public_svce","prop_sci_math_tech","prop_social_sci","prop_trades_personal_svce"
"Carolina College of Biblical Studies","Fayetteville","NC","2","2","5",NA,NA,NA,113,0,0,0,0,1,0,0,0
"Star Career Academy-Audubon","Audubon","PA","1","2","2",NA,NA,NA,469,0,0,0.7101,0,0,0,0,0.2899
"Allstate Hairstyling & Barber College","Cleveland","OH","1","2","3",NA,NA,NA,35,0,0,0,0,0,0,0,1
"New York Film Academy","Universal City","CA","1","2","8",NA,NA,NA,1344,0.9474,0,0,0,0,0.0278,0.0247,0
"The Collective School Of Music","New York","NY","1","2","2",NA,NA,NA,50,1,0,0,0,0,0,0,0
"International College of Cosmetology","Oakland","CA","1","2","8",NA,NA,NA,179,0,0,0,0,0,0,0,1
"Bella Capelli Academy","Monroeville","PA","1","2","2",NA,NA,NA,89,0,0,0,0,0,0,0,1
"Institute of Medical Careers","Pittsburgh","PA","1","2","2",NA,NA,NA,54,0,0,1,0,0,0,0,0
"Toni & Guy Hairdressing Academy-Modesto","Modesto","CA","1","2","8",NA,NA,NA,47,0,0,0,0,0,0,0,1
"Georgia Christian University","Atlanta","GA","3","2","5",NA,NA,NA,156,0.0278,0.2778,0,0,0.25,0,0.4444,0
"Flagler Technical Institute","Palm Coast","FL","1","1","5",NA,NA,NA,338,0,0,0.4632,0.2263,0.0368,0.0053,0,0.2684
"Galaxy Medical College","North Hollywood","CA","1","2","8",NA,NA,NA,31,0,0,1,0,0,0,0,0
"American Medical Sciences Center","Glendale","CA","1","2","8",NA,NA,NA,77,0,0,1,0,0,0,0,0
"Mandalyn Academy","American Fork","UT","1","2","7",NA,NA,NA,65,0,0,0,0,0,0,0,1
"Jose Maria Vargas University","Pembroke Pines","FL","1","2","5",NA,NA,NA,34,0,0,0,1,0,0,0,0
"Laird Institute of Spa Therapy","Manchester","NH","1","2","1",NA,NA,NA,50,0,0,0,0,0,0,0,1
"D A Dorsey Educational Center","Miami","FL","1","1","5",NA,NA,NA,85,0,0,0.8182,0,0,0.0909,0,0.0909
"Keweenaw Bay Ojibwa Community College","Baraga","MI","2","1","3",NA,NA,NA,105,0,0,0,0.5714,0,0.1429,0.2857,0
"Meridian Institute of Surgical Assisting","Nashville","TN","1","2","5",NA,NA,NA,249,0,0,1,0,0,0,0,0
"Mauna Loa Helicopters","Kailua Kona","HI","1","2","8",NA,NA,NA,19,0,0,0,0,0,0,0,1
"Acaydia School of Aesthetics","Provo","UT","1","2","7",NA,NA,NA,13,0,0,0,0,0,0,0,1
"Manhattan Institute","New York","NY","1","2","2",NA,NA,NA,1135,0,0,1,0,0,0,0,0
"Cosmetic Arts Institute","Walterboro","SC","1","2","5",NA,NA,NA,34,0,0,0,0,0,0,0,1
"Holistic Massage Training Institute","Baltimore","MD","1","2","2",NA,NA,NA,18,0,0,1,0,0,0,0,0
"Diamonds Cosmetology College","Sherman","TX","1","2","6",NA,NA,NA,41,0,0,0,0,0,0,0,1
"Tramy Beauty School","San Diego","CA","1","2","8",NA,NA,NA,270,0,0,0.1173,0,0,0,0,0.8827
"Northern Virginia School of Therapeutic Massage","Falls Church","VA","1","2","5",NA,NA,NA,96,0,0,1,0,0,0,0,0
"Paul Mitchell the School-St Louis","St. Louis","MO","1","2","4",NA,NA,NA,225,0,0,0,0,0,0,0,1
"Advanced Training Institute","Las Vegas","NV","1","2","8",NA,NA,NA,308,0,0,0,0,0,0,0,1
"Cosmopolitan Beauty and Tech School","Annandale","VA","1","2","5",NA,NA,NA,110,0,0,0,0,0,0,0,1
"Salon 496 Barber Academy","Greenville","SC","1","2","5",NA,NA,NA,30,0,0,0,0,0,0,0,1
"Shepherds Theological Seminary","Cary","NC","2","2","5",NA,NA,NA,4,0,0,0,0,1,0,0,0
"Taylor Andrews Academy of Hair Design-West Jordan","West Jordan","UT","1","2","7",NA,NA,NA,175,0,0,0,0,0,0,0,1
"Santa Ana Beauty Academy","Santa Ana","CA","1","2","8",NA,NA,NA,43,0,0,0,0,0,0,0,1
"Grace College of Divinity","Fayetteville","NC","1","2","5",NA,NA,NA,95,0,0,0,0,1,0,0,0
"Cosmetology College of Franklin County","Saint Clair","MO","1","2","4",NA,NA,NA,25,0,0,0,0,0,0,0,1
"Rochester School of Hair Design","Rochester","MN","1","2","4",NA,NA,NA,35,0,0,0,0,0,0,0,1
"Aveda Institute-New Mexico","Albuquerque","NM","1","2","6",NA,NA,NA,132,0,0,0,0,0,0,0,1
"Nashville Barber and Style Academy","Madison","TN","1","2","5",NA,NA,NA,59,0,0,0,0,0,0,0,1
"American Trade School","Saint Ann","MO","1","2","4",NA,NA,NA,97,0,0,0,0,0,0,0,1
"Estelle Skin Care and Spa Institute","Skokie","IL","1","2","3",NA,NA,NA,95,0,0,0,0,0,0,0,1
"Paul Mitchell the School-Honolulu","Honolulu","HI","1","2","8",NA,NA,NA,134,0,0,0,0,0,0,0,1
"Elite Cosmetology School","Yucca Valley","CA","1","2","8",NA,NA,NA,90,0,0,0,0,0,0,0,1
"American Technical Institute","Bayamon","PR","1","2","9",NA,NA,NA,6,0,0,0,0,0,0,0,1
"Bergin University of Canine Studies","Santa Rosa","CA","2","2","8",NA,NA,NA,32,0,0,0,0,0,1,0,0
"Aveda Institute-Boise","Boise","ID","1","2","7",NA,NA,NA,67,0,0,0,0,0,0,0,1
"American Health Institute","Port Richey","FL","1","2","5",NA,NA,NA,68,0,0,1,0,0,0,0,0
"Pima Medical Institute-South Denver","Aurora","CO","1","2","7",NA,NA,NA,211,0,0,1,0,0,0,0,0
"Real Barbers College","Anaheim","CA","1","2","8",NA,NA,NA,116,0,0,0,0,0,0,0,1
"Capilo School of Hair Design","Augusta","ME","1","2","1",NA,NA,NA,176,0,0,0,0,0,0,0,1
"Pure Aesthetics","Tucson","AZ","1","2","6",NA,NA,NA,37,0,0,0,0,0,0,0,1
"Lindsey Institute of Cosmetology","Bowling Green","KY","1","2","5",NA,NA,NA,71,0,0,0,0,0,0,0,1
"The Salon Professional Academy-Iowa City","Iowa City","IA","1","2","4",NA,NA,NA,39,0,0,0,0,0,0,0,1
"Buckner Barber School","Dallas","TX","1","2","6",NA,NA,NA,28,0,0,0,0,0,0,0,1
"Simmons College of Kentucky","Louisville","KY","1","2","5",NA,NA,NA,120,1,0,0,0,0,0,0,0
"Atelier Esthetique Institute of Esthetics","New York","NY","1","2","2",NA,NA,NA,128,0,0,0,0,0,0,0,1
"Ashdown College of Health Sciences","Redlands","CA","2","2","8",NA,NA,NA,41,0,0,1,0,0,0,0,0
"Advanced College of Cosmetology","Waupun","WI","1","2","3",NA,NA,NA,51,0,0,0,0,0,0,0,1
"North American University","Houston","TX","3","2","6",NA,NA,NA,350,0,0.8571,0,0,0,0,0.1429,0
"Entourage Institute of Beauty and Esthetics","Lenexa","KS","1","2","4",NA,NA,NA,51,0,0,0,0,0,0,0,1
"United Beauty College","Denver","CO","1","2","7",NA,NA,NA,59,0,0,0,0,0,0,0,1
"Cinta Aveda Institute","San Francisco","CA","1","2","8",NA,NA,NA,221,0,0,0,0,0,0,0,1
"Long Island Nail & Skin Care Institute","Levittown","NY","1","2","2",NA,NA,NA,139,0,0,0,0,0,0,0,1
"Mesivta Keser Torah","Belmar","NJ","1","2","2",1,NA,NA,33,0,0,0,0,0,0,0,0
"Southern California Health Institute","North Hollywood","CA","1","2","8",NA,NA,NA,272,0,0,1,0,0,0,0,0
"Best Care Training Institute","East Orange","NJ","1","2","2",NA,NA,NA,78,0,0,1,0,0,0,0,0
"First Class Cosmetology School","Beloit","WI","1","2","3",NA,NA,NA,66,0,0,0,0,0,0,0,1
"Millennia Atlantic University","Doral","FL","3","2","5",NA,NA,NA,60,0,1,0,0,0,0,0,0
"Abcott Institute","Southfield","MI","1","2","3",NA,NA,NA,151,0,0,1,0,0,0,0,0
"The Salon Professional Academy-Kenosha","Kenosha","WI","1","2","3",NA,NA,NA,113,0,0,0,0,0,0,0,1
"Paul Mitchell the School-Indianapolis","Indianapolis","IN","1","2","3",NA,NA,NA,174,0,0,0,0,0,0,0,1
"Taylor Andrews Academy-St George","St. George","UT","1","2","7",NA,NA,NA,120,0,0,0,0,0,0,0,1
"Seymour Beauty Academy","Seymour","MO","1","2","4",NA,NA,NA,28,0,0,0,0,0,0,0,1
"Protege Academy","East Lansing","MI","1","2","3",NA,NA,NA,74,0,0,0,0,0,0,0,1
"Colorado Academy of Veterinary Technology","Colorado Springs","CO","2","2","7",0.8,NA,NA,86,0,0,1,0,0,0,0,0
"Northeast Technical Institute","Scarborough","ME","1","2","1",NA,NA,NA,462,0,0,0.638,0,0,0.0316,0,0.3303
"Salinas Beauty College Inc","Salinas","CA","1","2","8",NA,NA,NA,66,0,0,0,0,0,0,0,1
"Academy for Salon Professionals","Santa Clara","CA","1","2","8",NA,NA,NA,228,0,0,0,0,0,0,0,1
"Elite School of Cosmetology","Norwalk","OH","1","2","3",NA,NA,NA,34,0,0,0,0,0,0,0,1
"Paul Mitchell the School-Las Vegas","Las Vegas","NV","1","2","8",NA,NA,NA,255,0,0,0,0,0,0,0,1
"The Salon Professional Academy-Kokomo","Kokomo","IN","1","2","3",NA,NA,NA,68,0,0,0,0,0,0,0,1
"Hair Academy","Montgomery","AL","1","2","5",NA,NA,NA,13,0,0,0,0,0,0,0,1
"Florida Academy","Fort Myers","FL","1","2","5",NA,NA,NA,65,0,0,0.6667,0,0,0,0,0.3333
"State Career College","Waukegan","IL","1","2","3",NA,NA,NA,86,0,0,1,0,0,0,0,0
"Academy for Salon Professionals","Canoga Park","CA","1","2","8",NA,NA,NA,83,0,0,0,0,0,0,0,1
"Paul Mitchell The School-Spokane","Spokane Valley","WA","1","2","8",NA,NA,NA,239,0,0,0,0,0,0,0,1
"J Renee Career Facilitation","Elgin","IL","1","2","3",NA,NA,NA,110,0,0,1,0,0,0,0,0
"National Personal Training Institute of Colorado","Lakewood","CO","1","2","7",NA,NA,NA,115,0,0,0,1,0,0,0,0
"National Personal Training Institute of Colorado","Colorado Springs","CO","1","2","7",NA,NA,NA,78,0,0,0,1,0,0,0,0
"International College of Beauty Arts & Sciences","Los Angeles","CA","1","2","8",NA,NA,NA,35,0,0,0,0,0,0,0,1
"The Salon Professional Academy-Shorewood","Shorewood","IL","1","2","3",NA,NA,NA,162,0,0,0,0,0,0,0,1
"John Paul the Great Catholic University","Escondido","CA","3","2","8",0.8815,550,500,140,0.6452,0.129,0,0,0.2258,0,0,0
"ITT Technical Institute-Durham","Durham","NC","2","2","5",0.9153,NA,NA,168,0,0,0,0,0,1,0,0
"ITT Technical Institute-Hanover","Hanover","MD","1","2","2",0.8446,NA,NA,313,0,0,0,0,0,0,0,0
"University of Phoenix-Jackson Campus","Flowood","MS","3","2","5",NA,NA,NA,66,0,0,0,1,0,0,0,0
"Independence University","Salt Lake City","UT","2","2","7",NA,NA,NA,1215,0,0,1,0,0,0,0,0
"National American University-Tulsa","Tulsa","OK","3","2","6",NA,NA,NA,251,0,1,0,0,0,0,0,0
"National American University-Centennial","Centennial","CO","1","2","7",NA,NA,NA,139,0,0.125,0.875,0,0,0,0,0
"National American University-Lee's Summit","Lee's Summit","MO","2","2","4",NA,NA,NA,360,0,0.35,0.55,0,0.05,0.05,0,0
"National American University-Colorado Springs South","Colorado Springs","CO","2","2","7",NA,NA,NA,262,0,0.1429,0.5714,0,0.1429,0,0,0.1429
"Globe University-Appleton","Grand Chute","WI","2","2","3",NA,NA,NA,261,0,0.0845,0.8451,0,0.0705,0,0,0
"Salter College-Chicopee","Chicopee","MA","2","2","1",NA,NA,NA,70,0,0.1224,0.8776,0,0,0,0,0
"Chamberlain College of Nursing-Missouri","St. Louis","MO","3","2","4",0.6,NA,NA,488,0,0,1,0,0,0,0,0
"Chamberlain College of Nursing-Texas","Houston","TX","3","2","6",0,NA,NA,258,0,0,1,0,0,0,0,0
"ITT Technical Institute-Oakland","Oakland","CA","2","2","8",0.902,NA,NA,169,0,0,0,0,0,1,0,0
"Continental School of Beauty Culture-Mattydale","Mattydale","NY","1","2","2",NA,NA,NA,272,0,0,0,0,0,0,0,1
"Fortis College-Akron","Akron","OH","1","2","3",NA,NA,NA,144,0,0,0,0,0,0,0,1
"Carrington College California-Pomona","Pomona","CA","2","2","8",1,NA,NA,301,0,0,1,0,0,0,0,0
"Regency Beauty Institute-Copperwood","Houston","TX","1","2","6",NA,NA,NA,89,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Little Rock","Little Rock","AR","1","2","5",NA,NA,NA,86,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Baltimore Golden Ring","Baltimore","MD","1","2","2",NA,NA,NA,68,0,0,0,0,0,0,0,1
"Regency Beauty Institute-El Paso","El Paso","TX","1","2","6",NA,NA,NA,128,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Jacksonville Regency","Jacksonville","FL","1","2","5",NA,NA,NA,41,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Knoxville","Knoxville","TN","1","2","5",NA,NA,NA,52,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Fayetteville","Fayetteville","AR","1","2","5",NA,NA,NA,65,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Lansing","Lansing","MI","1","2","3",NA,NA,NA,80,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Jacksonville Orange Park","Orange Park","FL","1","2","5",NA,NA,NA,37,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Crystal Lake","Crystal Lake","IL","1","2","3",NA,NA,NA,86,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Manassas","Manassas","VA","1","2","5",NA,NA,NA,90,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Castleton","Indianapolis","IN","1","2","3",NA,NA,NA,75,0,0,0,0,0,0,0,1
"Regency Beauty Institute-North Nashville","Madison","TN","1","2","5",NA,NA,NA,70,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Round Rock","Round Rock","TX","1","2","6",NA,NA,NA,119,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Merrillville","Merrillville","IN","1","2","3",NA,NA,NA,146,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Roanoke","Roanoke","VA","1","2","5",NA,NA,NA,58,0,0,0,0,0,0,0,1
"Regency Beauty Institute-Toledo","Holland","OH","1","2","3",NA,NA,NA,83,0,0,0,0,0,0,0,1
"Regency Beauty Institute-SW Houston","Houston","TX","1","2","6",NA,NA,NA,89,0,0,0,0,0,0,0,1
"Broadview University-Boise","Meridian","ID","2","2","7",NA,NA,NA,136,0,0.1,0.6,0,0.1,0.2,0,0
"Paul Mitchell The School-Columbia","Columbia","SC","1","2","5",NA,NA,NA,179,0,0,0,0,0,0,0,1
"Paul Mitchell The School-Charleston","North Charleston","SC","1","2","5",NA,NA,NA,196,0,0,0,0,0,0,0,1
"Everest College-Melrose Park","Melrose Park","IL","1","2","3",NA,NA,NA,545,0,0,1,0,0,0,0,0
"Kenneth Shuler School of Cosmetology-Greenville","Greenville","SC","1","2","5",NA,NA,NA,175,0,0,0,0,0,0,0,1
"South University-The Art Institute of Fort Worth","Fort Worth","TX","3","2","6",NA,NA,NA,346,0.8857,0.0571,0,0,0,0.0286,0.0286,0
"South University-Novi","Novi","MI","3","2","3",0.3333,NA,NA,354,0,0,0.6667,0,0.3333,0,0,0
"Northwest College-Eugene","Eugene","OR","1","2","8",NA,NA,NA,224,0,0,0,0,0,0,0,1
"Northwest College-Tualatin","Tualatin","OR","1","2","8",NA,NA,NA,152,0,0,0,0,0,0,0,1
"Harrison College-Morrisville","Morrisville","NC","2","2","5",1,NA,NA,203,0,0,0,0,0,0,0,1
"Trend Setters' Academy of Beauty Culture-Louisville","Louisville","KY","1","2","5",NA,NA,NA,194,0,0,0,0,0,0,0,1
"National University College-Caguas","Caguas","PR","1","2","9",0.8427,NA,NA,920,0,0,0,0,0,0,0,0
"Beauty Schools of America","Miami Beach","FL","1","2","5",NA,NA,NA,380,0,0,0.1317,0,0,0,0,0.8683
"CET-Soledad","Soledad","CA","1","2","8",NA,NA,NA,97,0,0,0.5417,0,0,0,0,0.4584
"MarJon School of Beauty ltd-Lockport","Lockport","NY","1","2","2",NA,NA,NA,65,0,0,0,0,0,0,0,1
"Houston Training Schools-Southwest","Houston","TX","1","2","6",NA,NA,NA,205,0,0,0,0,0,0,0,1
"Vanguard College of Cosmetology-Metairie","Metairie","LA","1","2","5",NA,NA,NA,123,0,0,0,0,0,0,0,1
"New England Tractor Trailer Training School of Massachusetts","North Andover","MA","1","2","1",NA,NA,NA,219,0,0,0,0,0,0,0,1
"Heritage College-Columbus","Columbus","OH","1","2","3",NA,NA,NA,520,0,0,0.9272,0.0728,0,0,0,0
"Utah College of Massage Therapy-Vegas","Las Vegas","NV","1","2","8",NA,NA,NA,453,0,0,1,0,0,0,0,0
"Utah College of Massage Therapy-Tempe","Tempe","AZ","1","2","6",NA,NA,NA,326,0,0,0.8478,0,0,0,0,0.1522
"Utah College of Massage Therapy-Phoenix","Phoenix","AZ","1","2","6",NA,NA,NA,459,0,0,0.7363,0,0,0,0,0.2637
"Utah College of Massage Therapy-Westminster","Westminster","CO","1","2","7",NA,NA,NA,191,0,0,1,0,0,0,0,0
"Utah College of Massage Therapy-Aurora","Aurora","CO","1","2","7",NA,NA,NA,248,0,0,1,0,0,0,0,0
"Tint School of Makeup and Cosmetology-Grand Prairie","Grand Prairie","TX","1","2","6",NA,NA,NA,140,0,0,0,0,0,0,0,1
"Dewey University-Hatillo","Hatillo","PR","1","2","9",NA,NA,NA,270,0,0,0.4196,0.0268,0,0.1161,0,0.4375
"Dewey University-Manati","Manati","PR","1","2","9",NA,NA,NA,274,0,0,0.5067,0.18,0,0.1333,0,0.18
"Baltimore School of Massage-York","York","PA","1","2","2",NA,NA,NA,45,0,0,1,0,0,0,0,0
"Allen School-Phoenix","Phoenix","AZ","1","2","6",NA,NA,NA,823,0,0,1,0,0,0,0,0
"Oklahoma Technical College","Tulsa","OK","1","2","6",NA,NA,NA,182,0,0,0,0,0,0,0,1
"Midwest Technical Institute-Moline","Moline","IL","1","2","3",NA,NA,NA,313,0,0,0.3179,0,0,0,0,0.6821
"Star Career Academy-Clifton","Clifton","NJ","1","2","2",NA,NA,NA,229,0,0,1,0,0,0,0,0
"Unitech Training Academy-Alexandria","Alexandria","LA","1","2","5",NA,NA,NA,78,0,0.0467,0.9533,0,0,0,0,0
"Unitech Training Academy-Lake Charles","Lake Charles","LA","1","2","5",NA,NA,NA,92,0,0.0096,0.9904,0,0,0,0,0
"Aveda Institute-Los Angeles","Los Angeles","CA","1","2","8",NA,NA,NA,175,0,0,0,0,0,0,0,1
"Buchanan Beauty College","Tullahoma","TN","1","2","5",NA,NA,NA,19,0,0,0,0,0,0,0,1
"WellSpring School of Allied Health-Lawrence","Lawrence","KS","1","2","4",NA,NA,NA,28,0,0,1,0,0,0,0,0
"The Art Institute of Wisconsin","Milwaukee","WI","3","2","3",NA,NA,NA,535,0.6,0.4,0,0,0,0,0,0
"Brown Mackie College-Birmingham","Birmingham","AL","1","2","5",NA,NA,NA,954,0.0092,0.1743,0.7431,0,0.0183,0.0551,0,0
"Regina's College of Beauty","Augusta","GA","1","2","5",NA,NA,NA,23,0,0,0,0,0,0,0,1
"Manuel and Theresa's School of Hair Design-Victoria","Victoria","TX","1","2","6",NA,NA,NA,23,0,0,0,0,0,0,0,1
"Coast Career Institute","Colton","CA","1","2","8",NA,NA,NA,92,0.0333,0,0.1278,0,0.3556,0.3278,0,0.1556
"Tricoci University of Beauty Culture-Chicago NE","Chicago","IL","1","2","3",NA,NA,NA,84,0,0,0,0,0,0,0,1
"ITT Technical Institute-Bradenton","Bradenton","FL","2","2","5",0.9,NA,NA,66,0,0,0,0,0,1,0,0
"ITT Technical Institute-Phoenix West","Phoenix","AZ","2","2","6",0.9375,NA,NA,262,0,0,0,0,0.0962,0.9039,0,0
"ITT Technical Institute-Brooklyn Center","Brooklyn Center","MN","2","2","4",0.7255,NA,NA,159,0,0,0,0,0,1,0,0
"ITT Technical Institute-Orlando","Orlando","FL","2","2","5",0.7952,NA,NA,377,0,0,0,0,0,1,0,0
"ITT Technical Institute-Waco","Waco","TX","2","2","6",0.9355,NA,NA,231,0,0.0357,0,0,0.2679,0.6965,0,0
"ITT Technical Institute-Myrtle Beach","Myrtle Beach","SC","2","2","5",0.9524,NA,NA,216,0,0,0,0,0,1,0,0
"University of Phoenix-Knoxville Campus","Knoxville","TN","1","2","5",NA,NA,NA,88,0,0,0,0,0,0,0,0
"Minneapolis Media Institute","Edina","MN","2","2","4",NA,NA,NA,147,0,0,0,0,0,1,0,0
"College America-Phoenix","Phoenix","AZ","2","2","6",NA,NA,NA,451,0,0.0414,0.869,0,0,0.0897,0,0
"CollegeAmerica-Stevens Henager College","Idaho Falls","ID","2","2","7",NA,NA,NA,95,0,0,1,0,0,0,0,0
"Avalon School of Cosmetology-Phoenix","Phoenix","AZ","1","2","6",NA,NA,NA,233,0,0,0,0,0,0,0,1
"Avalon School of Cosmetology-Layton","Layton","UT","1","2","7",NA,NA,NA,172,0,0,0,0,0,0,0,1
"Hair Design Institute","Boynton Beach","FL","1","2","5",NA,NA,NA,67,0,0,0,0,0,0,0,1
"Hair Design Institute","Apopka","FL","1","2","5",NA,NA,NA,122,0,0,0,0,0,0,0,1
"University of Phoenix-Baton Rouge Campus","Baton Rouge","LA","3","2","5",NA,NA,NA,470,0,0.7701,0.069,0,0.1264,0.0345,0,0
"University of Phoenix-Lafayette Campus","Lafayette","LA","3","2","5",NA,NA,NA,85,0,0.8421,0,0,0.1053,0.0526,0,0
"University of Phoenix-Shreveport-Bossier Campus","Bossier City","LA","3","2","5",NA,NA,NA,131,0,0.56,0.16,0,0.28,0,0,0
"All-State Career School-Allied Health Campus","Essington","PA","1","2","2",NA,NA,NA,350,0,0,0.6605,0,0,0.0465,0,0.293
"Aveda Institute-Des Moines","West Des Moines","IA","1","2","4",NA,NA,NA,213,0,0,0.0556,0,0,0,0,0.9444
"Fortis Institute-Lawrenceville","Lawrenceville","NJ","1","2","2",NA,NA,NA,270,0,0,0.6853,0,0,0.2867,0,0.028
"Relay Graduate School of Education","New York","NY","1","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Mackie College-Oklahoma City","Oklahoma City","OK","2","2","6",NA,NA,NA,355,0,1,0,0,0,0,0,0
"Miller-Motte Technical College-Macon","Macon","GA","1","2","5",NA,NA,NA,350,0,0.1613,0.6774,0,0,0,0,0.1613
"Miller-Motte Technical College-Gulfport","Gulfport","MS","1","2","5",NA,NA,NA,237,0,0,1,0,0,0,0,0
"International Culinary Center-California","Campbell","CA","1","2","8",NA,NA,NA,124,0,0,0,0,0,0,0,1
"Fortis College-Montgomery","Montgomery","AL","1","2","5",NA,NA,NA,192,0,0,1,0,0,0,0,0
"San Joaquin Valley College-Temecula","Temecula","CA","2","2","8",NA,NA,NA,393,0,0.0914,0.9086,0,0,0,0,0
"Miller-Motte Technical College-Roanoke","Roanoke","VA","1","2","5",NA,NA,NA,297,0,0,0.8235,0,0,0,0,0.1765
"Whitworth University-Adult Degree Programs","Spokane","WA","3","2","8",NA,NA,NA,310,0,0.3125,0,0.4792,0,0,0.2083,0
"American Broadcasting School-Online Program","Oklahoma City","OK","1","2","6",NA,NA,NA,81,0,0,0,0,0,0,1,0
"Springfield College-School of Human Services","Springfield","MA","3","2","1",NA,NA,NA,1319,0,0,0,0,1,0,0,0
"Marian Health Careers Center-Van Nuys Campus","Van Nuys","CA","1","2","8",NA,NA,NA,94,0,0,1,0,0,0,0,0
"Brown College-Brooklyn Center","Brooklyn Center","MN","2","2","4",NA,NA,NA,144,0,0,0.4531,0,0.4219,0.125,0,0
"Milan Institute-Las Vegas","Las Vegas","NV","1","2","8",NA,NA,NA,402,0,0,1,0,0,0,0,0
"Virginia College-Savannah","Savannah","GA","1","2","5",NA,NA,NA,620,0,0.0264,0.6415,0,0,0,0,0.3321
"Virginia College-Columbus","Columbus","GA","1","2","5",NA,NA,NA,741,0,0,0.7692,0,0,0,0,0.2308
"Donna's Academy of Hair Design","Smithville","MO","1","2","4",NA,NA,NA,42,0,0,0,0,0,0,0,1
"New York School of Esthetics & Day Spa","Tarrytown","NY","1","2","2",NA,NA,NA,80,0,0,0,0,0,0,0,1
"Panache Academy of Beauty","Baraboo","WI","1","2","3",NA,NA,NA,45,0,0,0,0,0,0,0,1
"ASI Career Institute","Turnersville","NJ","1","2","2",NA,NA,NA,11,0,0,1,0,0,0,0,0
"Midwest Technical Institute-Ridgeland","Ridgeland","MS","1","2","5",NA,NA,NA,428,0,0,0.5616,0,0,0,0,0.4383
"Christine Valmy International School of Esthetics & Cosmetology","Pine Brook","NJ","1","2","2",NA,NA,NA,135,0,0,0,0,0,0,0,1
"City College-Hollywood","Hollywood","FL","2","2","5",NA,NA,NA,126,0,0.6667,0.3333,0,0,0,0,0
"Paul Mitchell the School-Arlington","Arlington","TX","1","2","6",NA,NA,NA,237,0,0,0,0,0,0,0,1
"MediaTech Institute-Oceanside","Oceanside","CA","1","2","8",NA,NA,NA,51,0,0,0,0,0,1,0,0
"Prince Institute-Great Lakes","Schaumburg","IL","1","2","3",NA,NA,NA,57,0,0,0,0,0,0,0,0
"Palmetto Beauty School","Spartanburg","SC","1","2","5",NA,NA,NA,65,0,0,0,0,0,0,0,1
"Paul Mitchell the School-Fort Myers","Fort Myers","FL","1","2","5",NA,NA,NA,110,0,0,0,0,0,0,0,1
"Paul Mitchell The School-Raleigh","Raleigh","NC","1","2","5",NA,NA,NA,147,0,0,0,0,0,0,0,1
"Stella and Charles Guttman Community College","New York","NY","1","1","2",NA,NA,NA,493,0,0,0,0,0,0,0,0
"Lil Lou's Barber College","Gary","IN","1","2","3",NA,NA,NA,62,0,0,0,0,0,0,0,1
"Bryan University","Columbia","MO","2","2","4",NA,NA,NA,111,0,0.1143,0.7143,0,0.1714,0,0,0
"Virginia College-Tulsa","Tulsa","OK","1","2","6",NA,NA,NA,121,0,0.1,0,0,0,0,0,0.9
"Criswell College","Dallas","TX","3","2","6",NA,NA,NA,225,0,0,0,0,1,0,0,0
"Virginia College-Knoxville","Knoxville","TN","1","2","5",NA,NA,NA,602,0,0,0.6585,0,0,0,0,0.3415
"Columbia Academy of Cosmetology","West Columbia","SC","1","2","5",NA,NA,NA,37,0,0,0,0,0,0,0,1
"Academy of Couture Art","Beverly Hills","CA","3","2","8",0.7241,NA,NA,21,0.6667,0,0,0.3333,0,0,0,0
"Global Institute","Caguas","PR","1","2","9",NA,NA,NA,24,0,0,0,0,0,0,0,1
"Shear Learning Academy of Cosmetology","Decatur","IL","1","2","3",NA,NA,NA,21,0,0,0,0,0,0,0,1
"University of Cosmetology Arts & Sciences-La Joya","La Joya","TX","1","2","6",NA,NA,NA,103,0,0,0,0,0,0,0,1
"Preferred College of Nursing-Van Nuys","Van Nuys","CA","1","2","8",NA,NA,NA,18,0,0,1,0,0,0,0,0
"Bryant & Stratton College-Akron","Copley","OH","2","2","3",NA,NA,NA,313,0,0,1,0,0,0,0,0
"Annenberg School of Nursing","Reseda","CA","1","2","8",0.9333,NA,NA,12,0,0,0,0,0,0,0,0
"American Medical Academy","Miami","FL","1","2","5",NA,NA,NA,343,0,0,1,0,0,0,0,0
"Chamberlain College of Nursing-Georgia","Atlanta","GA","1","2","5",0.3333,NA,NA,610,0,0,0,0,0,0,0,0
"Chamberlain College of Nursing-Indiana","Indianapolis","IN","1","2","3",0.3333,NA,NA,159,0,0,0,0,0,0,0,0
